0.0000000000e+00,0.0000000000e+00,6.4360000000e+01
8.1300000000e-03,2.4842000000e+02,6.4520000000e+01
1.6260000000e-02,4.8938000000e+02,6.4680000000e+01
2.4390000000e-02,7.2329000000e+02,6.4840000000e+01
3.2520000000e-02,9.5056000000e+02,6.5010000000e+01
4.0650000000e-02,1.1716100000e+03,6.5170000000e+01
4.8780000000e-02,1.3868400000e+03,6.5330000000e+01
5.6910000000e-02,1.5966700000e+03,6.5490000000e+01
6.5040000000e-02,1.8014900000e+03,6.5640000000e+01
7.3170000000e-02,2.0017300000e+03,6.5780000000e+01
8.1300000000e-02,2.1978000000e+03,6.5930000000e+01
8.9430000000e-02,2.3901000000e+03,6.6070000000e+01
9.7560000000e-02,2.5790400000e+03,6.6200000000e+01
1.0569000000e-01,2.7650300000e+03,6.6330000000e+01
1.1382000000e-01,2.9484900000e+03,6.6460000000e+01
1.2194000000e-01,3.1298300000e+03,6.6590000000e+01
1.3007000000e-01,3.3094400000e+03,6.6710000000e+01
1.3820000000e-01,3.4877500000e+03,6.6830000000e+01
1.4633000000e-01,3.6651700000e+03,6.6950000000e+01
1.5446000000e-01,3.8421000000e+03,6.7060000000e+01
1.6259000000e-01,4.0189500000e+03,6.7180000000e+01
1.7072000000e-01,4.1961300000e+03,6.7290000000e+01
1.7885000000e-01,4.3740700000e+03,6.7400000000e+01
1.8698000000e-01,4.5531500000e+03,6.7510000000e+01
1.9511000000e-01,4.7338000000e+03,6.7620000000e+01
2.0324000000e-01,4.9164300000e+03,6.7730000000e+01
2.1137000000e-01,5.1013900000e+03,6.7840000000e+01
2.1950000000e-01,5.2887800000e+03,6.7950000000e+01
2.2763000000e-01,5.4786000000e+03,6.8060000000e+01
2.3576000000e-01,5.6708600000e+03,6.8170000000e+01
2.4389000000e-01,5.8655400000e+03,6.8280000000e+01
2.5202000000e-01,6.0626400000e+03,6.8390000000e+01
2.6015000000e-01,6.2621800000e+03,6.8490000000e+01
2.6828000000e-01,6.4641300000e+03,6.8600000000e+01
2.7641000000e-01,6.6685100000e+03,6.8710000000e+01
2.8454000000e-01,6.8753100000e+03,6.8810000000e+01
2.9267000000e-01,7.0845300000e+03,6.8920000000e+01
3.0080000000e-01,7.2962600000e+03,6.9030000000e+01
3.0893000000e-01,7.5109500000e+03,6.9130000000e+01
3.1706000000e-01,7.7292000000e+03,6.9240000000e+01
3.2519000000e-01,7.9515900000e+03,6.9350000000e+01
3.3332000000e-01,8.1787300000e+03,6.9460000000e+01
3.4145000000e-01,8.4111800000e+03,6.9560000000e+01
3.4958000000e-01,8.6495500000e+03,6.9680000000e+01
3.5770000000e-01,8.8944100000e+03,6.9790000000e+01
3.6583000000e-01,9.1463600000e+03,6.9900000000e+01
3.7396000000e-01,9.4059900000e+03,7.0020000000e+01
3.8209000000e-01,9.6738900000e+03,7.0130000000e+01
3.9022000000e-01,9.9506300000e+03,7.0250000000e+01
3.9835000000e-01,1.0236820000e+04,7.0370000000e+01
4.0648000000e-01,1.0533040000e+04,7.0500000000e+01
4.1461000000e-01,1.0839880000e+04,7.0620000000e+01
4.2274000000e-01,1.1158170000e+04,7.0750000000e+01
